1.877,1.7109,0.1619,0.20971,0.86751,0.42936,3.3757,0.44064,0.13572,0.040493,0.031083,0.10312,0.14102,0.061833,0.063218,0.10821,0.053301,0.12224,0.070057,0.069946,0.019689,0.010992,1.417,1.2516,0.25009,0.27926,0.14657,0.19751,0.23649,0.28007,1.1253,0.41708,0.22753,0.25249,0.11479,0.036756,0.06797,0.067035,0.057475,0.18801,0.35003,0.048662,0.048715,0.040042,0.24335,0.51023,0.062623,0.02963,0.045663,0.076677,0.07379,0.029859,0.1625,0.089088,0.036433,0.027831,0.067873,0.090917,0.030356,0.035646,0.20972,0.13766,0.40622,0.055706,0.13627,0.042999,0.01763,0.055216,0.048052,0.0088124,0.058545,0.046904,0.68117,0.92034,0.52259,0.10647,0.13803,0.2357,0.12871,0.19611,0.49551,0.14362,0.081843,0.053811,0.040531,0.063866,0.038313,0.07112,0.04633,0.7887,0.52384,0.043185,0.047729,0.076144,0.16049,0.13711,0.41906,0.2611,1.3809,2.6539,2.2994,2.5481,2.2563,1.6934,1.5405,1.2626,0.96873,0.9474,2.6063,2.0144,1.8826,1.0121,0.82913,0.29925,4.6707,1.3726,2.11,2.2778,2.4227,3.5421,1.8311,2.1336,0.19639,0.51614,0.29033,0.20925,0.1907,0.12646,0.27182,0.20063,0.33045,0.073147,1.686,2.547,1.9515,1.3871,0.71183,0.58052,0.56581,1.7608,1.0751,0.03308,0.037804,0.029505,0.10248,0.05233,0.050911,0.22013,0.12597,0.77609,1.3179,0.31689,0.55716,0.15138,0.11482,0.26603,0.21448,0.096547,0.13238,0.26956,0.79111,0.26471,0.19131,0.19397,0.14999,0.71216,0.54561,0.06599
10.827,8.5414,3.1622,3.292,5.4495,4.1993,17.142,12.418,4.5284,2.4587,2.1431,3.0335,3.0688,3.0994,4.6608,7.3353,4.5799,3.6571,2.0437,3.0422,1.8853,1.6396,9.8728,8.6445,1.5289,2.2115,1.4678,2.0978,4.9293,4.3026,16.114,5.2994,3.5268,3.9806,6.2204,1.6976,6.1895,2.2512,2.2959,5.2286,11.359,2.8136,3.1939,3.3607,5.6699,8.9248,0.69988,0.8873,1.9631,3.5206,1.557,2.5639,3.2094,2.5075,2.3685,2.6823,3.9432,3.1376,3.3361,1.6931,3.8036,5.9852,9.628,2.0678,3.5271,1.4687,0.41153,0.54171,2.0352,0.47436,2.1803,1.2697,10.507,8.3026,7.2071,2.8923,3.5602,4.1727,2.6217,3.0799,7.3943,3.8491,2.5839,1.9723,2.9933,1.4291,1.155,2.2334,1.5568,7.4337,6.1094,2.8166,2.5149,2.9314,5.2802,2.4377,7.9425,4.9329,7.0512,8.769,6.1465,6.9327,5.4677,4.3841,11.497,9.9739,5.6653,3.3821,6.1748,8.4558,4.4689,6.8304,3.1234,3.5062,21.991,5.9311,12.559,12.342,6.7636,8.9555,7.5219,8.9435,6.0179,7.6269,7.0203,3.9662,4.5502,3.9311,3.0804,2.6557,8.3808,1.909,6.2402,8.6835,7.8721,7.1068,5.2017,4.1409,2.5655,7.4308,8.0627,3.4597,2.8579,1.5499,5.0166,3.7114,4.3762,5.5801,5.8705,5.2579,8.0828,4.147,4.1464,6.0228,6.0242,5.8951,5.8986,2.0615,1.4953,1.6221,4.5723,5.3222,4.5452,3.8042,3.1169,7.2411,4.4464,1.8783
0.50579,0.57845,0.54482,0.55172,0.61055,0.52897,0.3175,0.18421,0.21114,0.18164,0.18108,0.18417,0.13843,0.19117,0.19466,0.21244,0.19232,0.27125,0.24687,0.29928,0.15816,0.17148,0.36645,0.34784,0.6643,0.58553,0.52682,0.49858,0.37479,0.27818,0.20912,0.19376,0.26171,0.29415,0.19219,0.15011,0.23227,0.15916,0.15531,0.24059,0.23575,0.22785,0.25071,0.20219,0.1431,0.16864,0.092916,0.10788,0.13134,0.17123,0.11395,0.28237,0.32474,0.36532,0.32039,0.24626,0.15628,0.14935,0.18825,0.12098,0.15258,0.16242,0.16258,0.1511,0.14045,0.12049,0.10669,0.091213,0.14191,0.0867,0.12969,0.11211,0.41891,0.43753,0.42378,0.46049,0.21227,0.24139,0.12783,0.15392,0.14065,0.17278,0.14158,0.19129,0.15823,0.15051,0.18142,0.14926,0.20349,0.17678,0.17921,0.19517,0.1512,0.49309,0.42339,0.62308,0.32489,0.41949,0.76661,1.0123,0.84874,1.0627,0.98265,0.83189,0.77208,0.79969,0.90129,1.3079,1.6728,0.91699,1.8233,1.0604,0.99574,0.95776,0.20606,0.8598,0.86755,0.69062,0.92494,1.166,1.0012,0.93028,0.24861,0.3549,0.3767,0.50618,0.25821,0.15842,0.51073,0.58602,0.36709,0.46796,0.38143,0.2364,0.23325,0.98109,1.2321,0.93943,1.1617,0.9677,0.6476,0.26553,0.25103,0.18719,0.18152,0.20638,0.20941,0.16105,0.22518,0.39691,0.64647,0.63947,0.70554,0.21016,0.2388,0.31943,0.3188,0.53647,0.62276,0.69244,0.60462,0.24397,0.31364,0.35732,0.35939,0.49849,0.54122,0.4278
0.45384,0.35751,0.15775,0.15887,0.31192,0.15665,1.1414,0.49661,0.22427,0.16036,0.10063,0.20459,0.34987,0.13467,0.12882,0.18534,0.12518,0.17119,0.11319,0.1913,0.16893,0.114,0.36031,0.39297,0.12981,0.1061,0.144,0.14332,0.15981,0.26914,0.66457,0.4331,0.15428,0.17843,0.30685,0.13227,0.12038,0.15503,0.15501,0.24167,0.37722,0.15629,0.11489,0.10914,0.30053,0.37032,0.1895,0.11543,0.11864,0.17071,0.15066,0.10682,0.18484,0.14738,0.10885,0.098808,0.17612,0.23379,0.1614,0.19631,0.2435,0.19288,0.40605,0.10874,0.18524,0.11416,0.11207,0.16902,0.11566,0.071996,0.11232,0.10708,0.33546,0.44251,0.35994,0.15373,0.15906,0.18063,0.16636,0.30099,0.27856,0.1513,0.17153,0.16523,0.098361,0.1131,0.096523,0.14378,0.097037,0.403,0.37375,0.12826,0.15856,0.10127,0.21724,0.1928,0.27906,0.27351,0.43817,0.55946,0.37041,0.48213,0.36429,0.35187,0.33399,0.3819,0.2833,0.23093,0.35433,0.36332,0.29253,0.26751,0.24604,0.13785,0.83737,0.60932,0.59513,0.6706,0.37067,0.71602,0.34757,0.31509,0.35539,0.51083,0.29781,0.17971,0.30827,0.18943,0.21963,0.1424,0.27676,0.10837,0.55907,0.56781,0.54877,0.27358,0.17863,0.23351,0.17507,0.4611,0.33934,0.12969,0.14404,0.11046,0.24671,0.16566,0.15986,0.35221,0.25928,0.24652,0.29293,0.17595,0.2237,0.20838,0.2097,0.27118,0.19128,0.14425,0.13392,0.11876,0.26496,0.15057,0.20777,0.16664,0.12512,0.33387,0.25335,0.13063
0.61,0.2,0.15,0.53,0.57,0.48,0.12,0.17,0.1,0.13,0.06,0.13,0.13,0.15,0.21,0.19,0.19,0.18,0.18,0.15,0.12,0.13,0.46,0.11,0.67,0.65,0.08,0.25,0.22,0.1,0.21,0.16,0.07,0.41,0.16,0.06,0.21,0.14,0.13,0.16,0.18,0.11,0.26,0.2,0.12,0.17,0.08,0.09,0.08,0.13,0.12,0.15,0.29,0.3,0.23,0.16,0.11,0.16,0.17,0.1,0.12,0.18,0.17,0.13,0.11,0.07,0.07,0.08,0.17,0.06,0.15,0.08,0.22,0.26,0.25,0.44,0.09,0.13,0.12,0.11,0.12,0.12,0.1,0.06,0.11,0.07,0.07,0.11,0.1,0.13,0.15,0.12,0.09,0.29,0.2,0.14,0.36,0.42,0.37,0.48,0.44,0.61,0.43,0.58,0.2,0.22,0.47,1.18,0.65,0.58,0.65,0.46,0.08,0.08,0.08,0.35,0.18,0.45,0.48,1.01,0.25,0.29,0.07,0.31,0.16,0.32,0.12,0.07,0.14,0.25,0.23,0.29,0.12,0.07,0.07,0.27,0.19,0.27,0.34,0.95,0.33,0.21,0.06,0.1,0.12,0.13,0.2,0.14,0.12,0.11,0.27,0.17,0.51,0.19,0.21,0.28,0.11,0.48,0.66,0.69,0.55,0.22,0.19,0.34,0.44,0.18,0.35,0.08
5.7,6.4,8.04,7.08,10.6,14.94,3.14,1.02,3.19,2.81,5.3,1.38,0.9,5.1,3.44,3.78,2.26,5.75,9.4,2.24,1.21,0.85,9.42,9.86,14.04,13.06,15.08,15.32,11.64,10.22,2.18,6.22,8.08,8.02,1.23,2.08,1.34,2.545,1.24,1.29,0.87,1.2,1.805,2.06,2.13,1.91,2.42,1.97,1.75,2.03,2.63,2.58,2.92,3.96,1.855,2.31,1.92,1.85,1.485,0.65,4.485,1.88,0.89,3.34,3.32,2.855,0.96,0.615,1.78,1.415,1.335,1.785,4.23,4.14,0.935,2.605,4.27,3.48,4.06,2.81,3.83,4.57,3.28,3.78,2.69,4.69,5.455,3.92,4.34,2.36,2.825,1.61,1.555,6.055,2.7,2.185,3.11,3.8,11.4,9.595,6.025,6.85,8.915,6.885,4.795,4.45,11.32,9.865,14.145,11.135,13.465,12.69,9.46,10.46,4.045,4.945,4.31,2.935,10.6,8.275,7.735,6.11,2.465,1.865,2.735,3.66,2.055,2.78,3.835,5.35,1.88,4.25,5.455,4.435,4.555,5.945,6.825,9.565,8.655,4.835,5.465,2.415,3.48,2.115,0.905,1.555,2.03,0.86,1.08,7.35,6.9,6.19,6.47,4.02,4.72,4.86,5.66,4.13,3.06,10.98,7.66,5.69,5.18,5.3,7.54,5.2,5.3,6.94
0.67275,0.64229,0.22496,0.25603,0.45736,0.32176,1.2315,0.45956,0.25505,0.12545,0.10991,0.21402,0.25028,0.15502,0.15226,0.1992,0.15381,0.19053,0.14424,0.1762,0.093483,0.069849,0.68211,0.64106,0.27959,0.29545,0.21404,0.24847,0.29527,0.32133,0.79857,0.48617,0.30758,0.32401,0.34366,0.19447,0.16253,0.20425,0.22588,0.31235,0.42619,0.19448,0.19459,0.15057,0.41025,0.59404,0.20811,0.13579,0.16858,0.21807,0.21392,0.13,0.24412,0.18075,0.13212,0.11547,0.22919,0.26525,0.13745,0.19206,0.26231,0.30856,0.53004,0.1634,0.25557,0.156,0.14788,0.2617,0.1816,0.078047,0.20117,0.18006,0.45062,0.52379,0.63733,0.28766,0.21284,0.27812,0.24838,0.30659,0.53161,0.2862,0.22529,0.18268,0.16817,0.16419,0.12717,0.17615,0.14217,0.66096,0.53866,0.16628,0.1748,0.1622,0.3173,0.29329,0.47428,0.37436,0.55502,0.76945,0.93136,0.98043,0.94453,0.81827,0.79676,0.72133,0.51293,0.50725,0.75342,0.66236,0.62524,0.45844,0.53056,0.31874,1.3355,0.70939,0.91687,0.95263,0.72844,0.88078,0.78676,0.84925,0.33522,0.54344,0.38063,0.32314,0.31354,0.25532,0.35546,0.30539,0.42935,0.19167,0.84021,1.0865,0.95103,0.75013,0.53737,0.39604,0.39099,0.80345,0.62782,0.16364,0.15819,0.15872,0.29579,0.21803,0.21505,0.47571,0.35986,0.40198,0.52382,0.28138,0.37311,0.19753,0.17147,0.29424,0.26989,0.16209,0.1898,0.22742,0.3896,0.25741,0.21883,0.19861,0.17465,0.31653,0.27706,0.14655
0.39521,0.60776,0.59357,0.52859,0.62986,0.3997,0.20329,0.17461,0.2388,0.16714,0.14921,0.15883,0.084986,0.1989,0.21855,0.17168,0.18564,0.23937,0.20304,0.20389,0.089388,0.097178,0.3143,0.24922,0.6402,0.61705,0.34597,0.24975,0.45126,0.18273,0.17284,0.18048,0.24354,0.29162,0.14425,0.1157,0.21851,0.14494,0.13951,0.21517,0.16354,0.14999,0.1703,0.17196,0.11621,0.13016,0.062812,0.09913,0.11013,0.13519,0.11256,0.20471,0.21408,0.27793,0.2126,0.16908,0.11861,0.10691,0.12578,0.096764,0.11941,0.13778,0.11421,0.12459,0.099305,0.10858,0.10683,0.081676,0.12288,0.07102,0.090305,0.084935,0.45695,0.39764,0.50339,0.58592,0.19839,0.23055,0.1113,0.10126,0.12056,0.18701,0.093551,0.14311,0.13067,0.1374,0.1559,0.13999,0.18942,0.15569,0.19687,0.18357,0.12776,0.29906,0.32807,0.35105,0.25829,0.34547,0.53183,0.51555,0.71552,0.70859,0.8566,0.84518,0.61139,0.61338,0.63787,1.021,0.91372,0.79037,1.0342,1.0922,0.87835,0.97256,0.24372,0.32798,0.66345,0.71191,0.66991,0.60919,1.1282,1.2082,0.14271,0.25763,0.38119,0.39837,0.15856,0.15339,0.52431,0.53656,0.30131,0.39585,0.34942,0.35219,0.25443,0.97035,1.2713,0.71339,1.1876,0.91095,0.52173,0.18005,0.21574,0.16007,0.1451,0.16895,0.17474,0.14266,0.2368,0.66617,1.0604,0.58548,0.79119,0.18623,0.18007,0.18372,0.36664,0.42713,0.47801,0.79684,0.5063,0.25179,0.33572,0.29796,0.24789,0.31833,0.45836,0.21617
0.35981,0.43588,0.18784,0.16846,0.39412,0.1256,0.46549,0.17395,0.10744,0.053765,0.030121,0.065187,0.059649,0.053732,0.056476,0.063829,0.046617,0.082206,0.046104,0.078245,0.030293,0.022223,0.22717,0.19646,0.16672,0.13133,0.099941,0.071803,0.14467,0.098659,0.23043,0.15681,0.075372,0.10439,0.088795,0.030699,0.052767,0.045075,0.043381,0.10431,0.12375,0.047025,0.039248,0.037651,0.070062,0.096694,0.023877,0.022955,0.02621,0.046296,0.03402,0.043868,0.079381,0.082169,0.046425,0.033515,0.041904,0.05014,0.040725,0.038107,0.058327,0.053311,0.093031,0.027178,0.036902,0.024867,0.024017,0.027694,0.02851,0.010257,0.020347,0.018244,0.3075,0.35298,0.36348,0.18069,0.063303,0.083542,0.037143,0.06114,0.067369,0.056759,0.032191,0.047435,0.025784,0.031175,0.030186,0.040377,0.036873,0.12586,0.1476,0.047233,0.04064,0.060756,0.14297,0.13577,0.14459,0.18955,0.46747,0.5786,0.53168,0.68533,0.626,0.59659,0.40964,0.46992,0.36251,0.47297,0.64948,0.57606,0.60688,0.58613,0.43353,0.26895,0.40939,0.40089,0.79207,0.95771,0.49813,0.87502,0.78663,0.76367,0.10174,0.264,0.22773,0.14362,0.09805,0.05829,0.23101,0.15328,0.16729,0.086054,0.39188,0.40116,0.28009,0.53253,0.45555,0.33418,0.41708,0.84262,0.35515,0.046842,0.062338,0.035469,0.07181,0.056146,0.056038,0.10079,0.12317,0.32944,0.6231,0.20666,0.35505,0.077851,0.07575,0.099943,0.14069,0.1236,0.12842,0.18983,0.26911,0.076054,0.13993,0.099605,0.062219,0.2132,0.23295,0.056647
7.3177,6.9895,3.4782,4.9882,4.4923,13.892,4.0447,3.2473,3.5858,2.9901,6.5287,4.9226,4.3019,5.4401,5.5319,5.823,5.815,5.5299,8.5464,2.9749,2.4493,2.7623,11.021,10.321,7.3566,12.759,6.4837,12.218,6.512,6.7147,4.6781,3.9097,12.457,8.6297,2.682,5.7627,6.8122,6.1071,5.4412,4.7479,4.7735,4.215,6.878,6.2034,7.3577,9.0714,8.8111,7.1189,9.3489,6.1763,9.1651,4.0565,7.0507,4.6835,4.5897,5.3504,5.8549,4.9376,2.9401,3.0335,9.4003,8.523,6.8459,12,12.692,9.6428,4.1698,7.5096,9.2772,7.5969,16.309,15.285,4.2038,3.7511,2.5429,2.4399,8.7274,9.9435,13.261,6.7844,16.809,10.647,9.4358,4.3709,10.174,11.531,8.3712,7.7992,8.2432,9.8991,6.0451,4.538,4.7152,7.8783,3.2896,3.3345,6.6116,3.2061,4.2917,5.2193,7.4329,4.9094,6.2987,5.1355,7.1681,4.4789,6.005,5.5221,7.2101,6.1272,6.7508,4.1093,4.9485,5.1385,8.6736,3.5773,2.8496,2.2578,8.3532,3.5991,4.2637,5.6448,3.4578,2.4365,2.7252,5.1612,4.0166,7.2912,3.4106,5.8514,4.5439,4.9936,4.8991,7.1185,8.0826,6.0612,5.5688,4.736,4.933,2.8852,5.6793,3.4667,2.6803,4.7944,3.6825,3.5818,3.6181,3.9474,2.5112,6.0837,4.5966,5.548,4.466,5.9405,4.6018,6.2489,5.074,3.4473,4.9002,7.6122,7.0634,14.716,4.1893,7.4394,12.266,6.3692,5.8853,5.6773
